02,73734435243,20220101011510,20220101013031
02,73734435243,20220108121937,20220108124308
02,73734435243,20220125162942,20220125165822
02,73734435243,20220211020242,20220211021708
02,73734435243,20220311032536,20220311034521
02,73734435243,20220403033832,20220403040327
02,73734435243,20220408134837,20220408141024
02,73734435243,20220410212248,20220410213326
02,73734435243,20220419220002,20220419220433
02,73734435243,20220516031909,20220516034540
01,73734435244,20220101011510,20220101011834
01,73734435244,20220124085410,20220124092246
01,73734435244,20220207194456,20220207195230
01,73734435244,20220213012407,20220213012933
01,73734435244,20220301092454,20220301093355
01,73734435244,20220303140954,20220303142138
01,73734435244,20220330232926,20220330233131
01,73734435244,20220421022429,20220421022753
01,73734435244,20220503132727,20220503133423
01,73734435244,20220524233741,20220524234413
01,73734435247,20220101011510,20220101012927
01,73734435247,20220107070809,20220107072620
01,73734435247,20220126130206,20220126131751
01,73734435247,20220202171032,20220202172530
01,73734435247,20220224022559,20220224025307
01,73734435247,20220314023139,20220314025704
01,73734435247,20220321064656,20220321065832
01,73734435247,20220406084426,20220406084637
01,73734435247,20220409152950,20220409155733
01,73734435247,20220504005839,20220504011523
01,73734435252,20220101011510,20220101013438
01,73734435252,20220110121251,20220110123620
01,73734435252,20220121222246,20220121224924
01,73734435252,20220213100406,20220213101130
01,73734435252,20220223164302,20220223165131
01,73734435252,20220226213212,20220226215958
01,73734435252,20220303032128,20220303033524
01,73734435252,20220311095124,20220311100059
01,73734435252,20220329212112,20220329213651
01,73734435252,20220424052028,20220424054437
02,73734435259,20220101011510,20220101011822
02,73734435259,20220126053505,20220126055432
02,73734435259,20220126165114,20220126172027
02,73734435259,20220203033833,20220203040411
02,73734435259,20220222061941,20220222063513
02,73734435259,20220227105638,20220227112556
02,73734435259,20220304202645,20220304202936
02,73734435259,20220316020057,20220316022612
02,73734435259,20220326071148,20220326072807
02,73734435259,20220326105146,20220326111240
02,73734435268,20220101011510,20220101012818
02,73734435268,20220113013342,20220113015815
02,73734435268,20220128060804,20220128062224
02,73734435268,20220221110410,20220221110933
02,73734435268,20220312113911,20220312115458
02,73734435268,20220312211748,20220312212723
02,73734435268,20220331060307,20220331063030
02,73734435268,20220417102020,20220417102048
02,73734435268,20220504180215,20220504180716
02,73734435268,20220507032607,20220507035410
01,73734435279,20220101011510,20220101014300
01,73734435279,20220123031357,20220123032617
01,73734435279,20220205080721,20220205083148
01,73734435279,20220223091018,20220223091627
01,73734435279,20220321104027,20220321105714
01,73734435279,20220409125258,20220409125926
01,73734435279,20220505190821,20220505192442
01,73734435279,20220511041605,20220511041949
01,73734435279,20220608093231,20220608095203
01,73734435279,20220628160518,20220628163218
01,73734435292,20220101011510,20220101014418
01,73734435292,20220127120844,20220127122551
